textID,text,selected_text,sentiment,label
b3c94a2af3, yeah !! ,yeah !!,neutral,1
f1ffdf3d99,"the sun just came out!!! pray for me guys!!!  writing skills test   no pass, no class, no graduate -.- ","The sun just came out!!! Pray for me guys!!!  Writing skills test   No pass, no class, no graduate -.",neutral,1
c0b0c01f67, lucky! been begin for jury duty for years...they do not ever send me notices! just notices for other people to my address! ,..they dont ever send me notices! just notices for other people to my address!,negative,0
4faad59f38, hey!  yay! thanks!  wow you are page is awesome!!!!! ,!  wow ur page is awesom,positive,2
3463ecdfd6,i am.in.the.room i am.watching.the..withyou.she.said.this.film.very.great. ,great.,positive,2
a0aa67248d,oh my god! my dad called me a john come lately haha because i`m slow  haha ,Omg! My dad called me a johny come lately haha because I`m slow  haha,neutral,1
c9c854adc8, life is funny and ironic at the same time isn`****? ,life is funny and ironic at the same time isn`****?,neutral,1
68e3f60e14,can`t believe er is over ,Can`t believe ER is over,neutral,1
42ae04c263," patience, it`s worth it ","Patience, it`s worth it",positive,2
5d9c5b7ffe,producing the 6 with  then anchoring... and a sad goodbye to miss lynn   we will miss you! ,a sad goodbye to Miss Lynne Ashminov  we will miss you!,negative,0
0e77fb5e8d, just got zion tweet ,just got Zion tweet,neutral,1
303801b6f5, sounds good to me!  taylor + ellie on tour together is just pure genious! ,good,positive,2
517d309888," i know... it just falls right at 1am my time, like right in the middle of the day ","I know... it just falls right at 1pm my time, like right in the middle of the day",neutral,1
60e4a455d7,thanks so much for following me here too  i will keep you all up to date as much as possible on my makeup line plus all new collections ,Thanks so much,positive,2
97e3a41928, haha so the whole worlds there then laughing out loud ,haha so the whole worlds there then lol,neutral,1
e0ecd685d2,up and packing. its the last day of youth camp ,Up and packing. Its the last day of youth camp,neutral,1
9095e77d0d,ready to chill on the couch and watch a movie ,Ready to chill on the couch and watch a movie,neutral,1
e88799de88,"good morning world   this will be another wonderful day, starting with breakfast with champions...  my kids ofcourse ",r wonderfull,positive,2
433cb03f2a,tummy hurts ,tummy hurts,negative,0
e58318b46b,when you see someone without a smile pass them yours ,When you see someone without a smile pass them yours,neutral,1
b3aa4e4195," big now!!! vanessa is going to be 3 in september, its going by so fast!  its hard cuz i am workin so much, i miss out on lot ","its hard cuz Im workin so much, I miss out on alot",negative,0
365c1aaa7f,chemistry is not fun.. ,Chemistry is not fun..,negative,0
9c5aef57bf,"so much for just an oil change... do not pass go, do not collect $200, lose $160 ","So much for just an oil change... Do not pass Go, do not collect $200, lose $160",neutral,1
fd0a69454c,"5 mins, till the end of follow me friday ","5 Mins, till the end of follow me Friday",neutral,1
c785c9e429,oh my god! i`m almost done with the last block on this quilt! just a few hours of work left  i can`t wait to meet my goal ,i can`t wait to meet my goal,positive,2
32d3c38b8e, that is so sad. wish i can do something big for the kids. may god bless the kids always. ,that is so sad. wish I can do something big for the kids. may God Bless the kids always.,neutral,1
073a1cef9b,dared to go back and look at that vid i made - i may take it down ,dared to go back and look at that vid I made - I may take it down,neutral,1
a45e3b097b,how r you feeling? and when r you guys coming back to canal?... come to vancouver! ,how r u feeling? and when r u guys coming back to canad?... come to vancouver!,neutral,1
e2e0d8b057,"i have class tomorrow and tomorrow is saturday, i hate having class saturday ",hate,negative,0
08318733dc,i hate having the same hair for too long. i think i want super lookng hair now ,i hate,negative,0
2873883fa9,"zen-related stuff: go with the flow.' very easy to accomplish - it started to rain, so the rain will flush me away ",w.' Very easy to accomplish,positive,2
aca672028f,"hates the everything about  seafood.. just so happened to serve lobster in the chow hall... , i got to headache.. ugh! shake my head... ","hates the everything about  seafood.. just so happened to serve lobster in the chow hall... noooowww, I gotta headache.. ugh! smh...",negative,0
0af54b2e65, yes i did see mitch herbert and the whole floss thing.  he`s hilarious.  i <3 him.  poor guy ,g.  He`s hilarious.  I <3 him.  Poor,neutral,1
6fb035959d," nigel really enjoyed it, but he`s got a big scratch on his side that inexplicably appeared ... ",enjoyed,positive,2
14f76fadf5,i can`t i`m on my iphone ,I can`t I`m on my iPhone,neutral,1
0f6aa44918, my kid is sick too though..i can`t do it by myself.  i can`t go there by myself like a crazy stalker ,my kid is sick too,negative,0
d12148ecc8,   i need a wardrobe intervention ,I need a wardrobe interventio,neutral,1
e944e54713,"just got home, doing art all day.. i want to be in a film ","Just got home, doing art all day.. i want to be in a film",neutral,1
a5a1b3b23e,my car is home. yay! $613.22 boo!  i`m paying my mom in installments. i gave her $200 today. i so need to win the lottery. :\ ,y car is home. Yay! $613.22 Boo!  I`m paying my mom in installments. I gave her $200 today. I so need to win the lottery. :\,neutral,1
cb64f6d942,is enjoying the night with her folks. ,is enjoying the night with her folks.,positive,2
dc801676b2,nooooo! its going to rain on my birthday ,Nooooo!,negative,0
ab3dd6ae41, you should try it. it`s the way of the deena ,You should try it. It`s the way of The Deena,neutral,1
2945bc7632,feeling really dizzy  not soo good ,not soo good,negative,0
58c0fd11e3,"happy friday dance, no rain and i`m about outta here..till 2morrow  i sat the saturday morning shift, but its still all good ",Happy,positive,2
29fa12b338,good morning!!! who wants breakfast?? ,Good morning!!,positive,2
3a0e81d7de,loved the sun today. did not love a black suit and black top plus 6 trains/tubes to get to my meeting and back  need to shop for summer ,Loved,positive,2
c0a15c93f7,make sure you pick up christie michele`s new album epiphany in stores tomorrow may 5the! you will love it! promise!  congrats  ,Congrats,positive,2
28e0ab4945,i am doing homework it sucks big time maths is the worst!!!!!! ,sux big time,negative,0
d38801e899, mark harmon just got shot on my to ,mark harmon just got shot on my tv,neutral,1
e9a77f858e," cool, so if you could help make that happen, & make sure it happens at least once in houston, that`d be great. k? thanks. ",thanks.,positive,2
22e89de314,i want some starbucks.. ,I want some Starbucks..,neutral,1
6b4b918764,to my pretty lady  happy mother`s day!!! she`s the mother of my future son-in-laws ,HAPPY,positive,2
6d1e778241," praying you get better soon you sweet one , sorry your still not well ",praying you get better soon you sweet one,positive,2
38c3dee100, i love pub & banana sandwiches!! still a fav of mine ,LOVE,positive,2
a726cc5ced,saw fiddler with tool! the girls  it!  next month... annie! 7the row! *can`t wait* trip 2 the music store for fiddler sheet music. ,The girls LOOOOVED it!,positive,2
f38c40c9aa,_ oh please mark all toe tweets with #toe.  is trying to make trending topic out of #toe ,_ Oh please mark all toe tweets with #toe.  is trying to make trening topic out of #toe,neutral,1
ce6a3a4f2f,standing ovation for winters. nobody was sitting down. insane. hit into double play though ,Insane.,positive,2
e9e6139dfd, haha i forgot...it`all probably be on youtube...so i`all watch it later ,HaHa i Forgot...It`ll Probably Be On Youtube...So I`ll Watch It Later,neutral,1
b306fd90d5,"  ayah k..am like a fan incarnated,so kind of like a mutant. till date, goalie has never *yet* left my questions unanswered ","aaah k..am like a fan incarnated,so kinda like a mutant. till date, Ghalib has never *yet* left my questions unanswered",neutral,1
12651bf67e,averaged $31 per hour at work today! got to love holidays ,love,positive,2
9dec71d9d3, oh that`s why. ,Oh that`s why.,neutral,1
577eed5e2c, congrats to them ,congratss to them,positive,2
bdb3d43938,"its not looking too good outside  if this continues, i feel a movie night coming on... ",not looking too good,negative,0
6368041ff0, i know... it was just a joke... all in good fun...  some people get my humor & some don`t... ,. all in good fun.,positive,2
ece19db61c,"i`m thinking that tonight`s plans are not going to happen. sigh...surface. i shouldn`t be surprised, but i am. ",sigh...sadface.,negative,0
45dac3269a,loving life lately!!!!  looking forward to going to see samantha! hanging out with natalie right now! ,loving life lately!!!!,positive,2
a3c750c0c4,wants to go catch happy hour  to get me a strawberry lemonade slush ( put me on them)...but i do not have my car...super ,Wants to go catch happy hour  to get me a strawberry lemonade slush ( put me on them)...but i dont have my car...super,neutral,1
94231c141c,chilling out....now the boys have gone  time to relax ,Chilling out...,positive,2
820116989a," haha, i came home from a long night out, and all i saw on sweetie was  wail. i usually don`t announce and **** - laughing out loud ","Haha, i came home from a long night out, and all i saw on Tweetie was Khayyam Wakil. I usually don`t announce and **** - LOL",neutral,1
d33d7fde34,created a new album on my facebook for my phantom cross stitch  i want to track my own progress so i feel like i am getting something done ,Created a new album on my Facebook for my Phantom cross stitch  I want to track my own progress so I feel like I am getting something done,neutral,1
482a27ec9b,the start of my day was finding a lump on my body... went to the hospital... apparently its nothing! ! bloodiest suck...  haha ,apparently its nothing! fewfffff! bloodtests suck...  haha,neutral,1
2e01ec0f55,"up,dressed, and out the house for 11 am on a sunday. off to see the fishy fishy ","Up,dressed, and out the house for 11 am on a Sunday. Off to see the fishy fishys",neutral,1
d4b909a8db,"i painted my nails metallic blue but i¿½m really sure about how it looks, it¿½s a pretty weird color!! i think it¿½s cool ",a pretty weird color!! I think itï¿½s cool,neutral,1
a82705a699," oh ok,thanks.do not know where the courthouse id either,i`all learn though.any not? twitter stole my pic again  it hates me ",t hates,negative,0
4b98894d6c,"all alone.  still watching two, eating italian chocolate and solving logic puzzles. ","all alone.  still watching TWW, eating Italian chocolate and solving logic puzzles.",neutral,1
83365c9889, i wish i couldn`t wrap my head around it  hopefully it`all wake up some people that say/think racism doesn`t exist anymore ,I wish I couldn`t wrap my head around it  Hopefully it`ll wake up some people that say/think 'racism doesn`t exist anymore',positive,2
64866d1344, awash - i`m sorry  i hope you fell better - watch a film ? ,awwwh - i`m sorry  i hope you fell better - watch a film ?,neutral,1
860b2bb70c, bummer yo.  i`m starting up finals too soon...so i guess i`all see you around the second week of june then. ,Bummer,negative,0
354393833c,"finally home! to tete, during 3it but shooting kami ni! , stress gila! shape la ya? ","Finally home! Tp tetep, kurang 3BT buat shooting kamis nih! Huaaaa, stress gila! Syapa lg ya?",neutral,1
29dbb23bed,two fantastic shows in a row ,fantastic,positive,2
f33a16c402,"morning! it`s friday, and that`s terrific! smile up!    :-|      :-d ",that`s terrific! Smile up!    :-|,positive,2
ff5673deb0,at work... supposed to be a day off but too much work to get done for palm world... sigh ,too much work to get done fo,negative,0
32c17368af, i miss my cats.... but not on sunday mornings! mine did that to ,miss,negative,0
3f629a6a8e,having serious technical issues in the studio  oh well thank god for the technician ,Having serious technical issues in the studio  oh well thank god for the technician,neutral,1
be80c8d17b,shouldn`t have stayed up today i learned almost 2 reading rules but i did. such a good book. totally worth the sleep deprivation. ,such a good book. totally worth the sleep deprivation.,positive,2
21ec9371fa,"gets sustain special, but i want more.  state hari ku kan ...? only god knows... ","gets sumthin special, but i want more. akankah suatu hari ku kan mendapatkannya...? only GOD knows...",neutral,1
1200ed0bbf," oh, that would be riveting to!   trips to the break room, coffee, toothpicks in the eyes to keep them open. ",e riveting,positive,2
3a1bb05bce,"finally, i got my teaching load confusion cleared. i will teach 3 third year sections but with a catch. ","Finally, I got my teaching load confusion cleared.",positive,2
2576146330, i love finding regional groups of ! glad i could connect you with a few new people ,Glad,positive,2
2c93f937a1,just finished curling her hair!!!! and now has to finish getting ready but doesn`t have a ribbon to put in her hair ,Just finished curling her hair!!!! And now has to finish getting ready but doesn`t have a ribbon to put in her hair,neutral,1
d219b7f854, i`m having no luck either  doing my nut in! who are you hoping to see? ,no luck,negative,0
276784ba06,woke up from aspirating some stomach acid. i`m praying that i do not acid reflux  and that it was a one time thing ,I`m praying that I dont acid reflux  and that it was a one time thing,negative,0
0948a8ea57, // your face is stupid.   thanks... i miss you too. ha! ,// your FACE is stupid.   thanks... i miss you too. HA,neutral,1
14670fc8a0,trying this out with my sweet lil ipod... i am totally needing out. and... totally ok with it ,trying this out with my sweet lil iPod... I am totally nerding out. and... totally ok with it,neutral,1
25329e7d96, kill her ,kill,negative,0
2d879e0fa4,warren and hannah are dead ... oh my good!!  this is a tragedy ! ,tragidy,negative,0
3bb01e3827, man it will be a sweep no worries ,no worries,positive,2
3287f9c15b,_tactic aww that is sweet ,Awww that is sweet,positive,2
e240dc7027,"shower is taken. it is in the room right by the bed. yesterday we had the shower on the balcony, with sea view, that was a bit nicer ",nicer,positive,2
d7f2a33524,i have burned like a ginger kid in the sun. now my arms are red ,ive burned like a ginger kid in the sun. now my arms are red,negative,0
8854c0c135, soooo over people telling me they went to the tonite show!!!  i have had dreams of meeting him  i`m embarrassed of that a lil laughing out loud ,`m embarrass,negative,0
e25e78e5b6,what do you think i`m doing at the moment? yeah you guessed it   http://www.phoenixfm.com/listen-now.php ,What do you think I`m doing at the moment? Yeah you guessed it  http://www.phoenixfm.com/listen-now.php,neutral,1
7e910bb474,is sadly sitting at home when she could be going to a  ,sadly,negative,0
ed08d2889c,"  you just want to go?? i know the feeling...  i`m ready to head back to the mountains, i won`t go back till july ","You just want to go?? I know the feeling...  I`m ready to head back to the mountains, I won`t go back till July",neutral,1
40d4463220, link didn`t work ,didn`t work,negative,0
4cfb13f812,is 99% sober at britney`s with becky and brit  <3 ,sober,negative,0
b35d21e894,"absolutely boiling! got factor 50+ on! must not turn orange, must not look like oompa lump... my left shoulder is burnt from yesterday ",My left shoulder is burnt from yesterday,negative,0
8375f8713a, iii!!!!  i`ve missed you  just bored....what about you? ,i`ve missed you  just bore,negative,0
60b6dff794," hahaha, yes, our discussions always seem to jump around randomly ","hahaha, yes, our discussions always seem to jump around randomly",neutral,1
b89af87662,http://twitpic.com/67bpd  - this store at the airport is as close as we`all get to wow during this trip. ,This store at the airport is as close as we`ll get to WDW during this trip.,neutral,1
5882e7f828, nite. now i`m up n bored as opposed to almost sleep from b 4 ,bored,negative,0
7c7e99a187,_x ah that`s annoying ,_x ah that`s annoying,negative,0
4942768819,reunited and it feels so good ,it feels so good,positive,2
a64a0d1d22,watched  podium  pravus... liked it very much!  excellent cinematography!!! ,Liked it very much!  excellent cinematography!!!,positive,2
0cab7fa52e,"star trek was great yet minor details needed to be worked out, but i give it a thumbs up, regardless! ",GREAT,positive,2
e9ee293ca3,i so should`ve gone right now!!! *wish i could alter time!!  * ,wish I could alter time!!,negative,0
d403537c0c, no  sadly its not  bit disappointed will try again later see if i change my mind ,sadly,negative,0
459b5c7a20,to dente ,to doente,neutral,1
0d232a6ef4,new blog post: [blog] auto insurance...: i just found that my auto insurance policy had been expired. ( i am too careless  ...) .. mean ... ,expired.,negative,0
c6c2ba723b,my tummy hurts  go away cramps! i hate chum!!!! ,hurts,negative,0
208211ca34," i wish i could offer a hug right now, so bad ",bad,negative,0
1755ac6065," hey welcome to va, laughing out loud.  it`s muggy up here by do too.  worst part of summer i`d say ","Hey welcome to VA, LOL.  It`s muggy up here by DC too.  Worst part of summer I`d say",neutral,1
3641597205, any.  okay. it was nice seeing you wanna ! :> i like your hair. :> ,s nice,positive,2
23b625b810,"wed: lasagna. still 45 minutes to go, so hungry now. ","WFD: Lasagna. Still 45 minutes to go, so hungry now.",neutral,1
f01bc3877c, oh kay basho if you go tonight have fun for me ,ht have fun for me,positive,2
617c2271c2,were playing at 7 @ club impact tomorrow! finally got shirts!  doo! i want a slurpee sooo bad right now ,bad,negative,0
2f2542a3c2,"whoa, i didn`t mean to sleep for more than an hour ","Whoa, I didn`t mean to sleep for more than an hour",neutral,1
319be36319,he`s here   sleep over with the mister. night peeps ! ,he`s here   sleep over with the MR. night peeps !,neutral,1
5f5c162951,"not going to suffolk tomorrow.   however, now my & i are planning a picnic on the mall with friends neil & jodi. ","Not going to Suffolk tomorrow.   However, now MB & I are planning a picnic on the Mall with friends Neil & Jodi.",neutral,1
09ea93bb2e,has an hour left of revision ,Has an hour left of revision,neutral,1
9cd1cecf07,is sitting at home wishing that i did not have to work today. ask for it off and still have to work ,is sitting at home wishing that i didnt have to work today. ask for it off and still have to work,neutral,1
5d51da4bac," don`t worry, you spelt `no` correctly! it just looks wrong ","Don`t worry, you spelt `NO` correctly! It just looks wrong",neutral,1
58cbdac642,is at the botanical gardens and its beautiful but she forgot an extra memory card so no pictures today ,its beautiful,positive,2
11f9ef90bf, yeah those are better ads  it makes them look part of your content rather than blatant adverts ;) ,better,positive,2
8e6ab1f6f5,boat was so less ****   http://bit.ly/izkab ,Borat was so less ****  http://bit.ly/iZkab,neutral,1
6e918cbf76,"just went through my piggy bank, man there was a hell of a lot of money in there! i can easily live out of just it for the next 2 weeks ",I can easily live,positive,2
7620ab849a,in singapore! its so warm over here! having a blast already ,blast,positive,2
4a3e856f67," great service, but i find the time lag from time of posting to appearance on twitter to be a small downer ","Great service, but I find the time lag from time of posting to appearance on Twitter to be a small downer",neutral,1
61a29cfbc7, hope you  feel better soon little magic girl ,Hope,positive,2
2313388e7c,just get back home. the first exam was too long no time to finish it ... ,just get back home. the first exam was too long no time to finish it ...,neutral,1
c5bde3e64d,back at wingman after a great weekend ,great we,positive,2
4d645fac00,round and round the garden: the amazing thing is that he`s still talking to me!   http://tinyurl.com/dx8as4 ,The amazing thing is that he`s still talking to me!,positive,2
6fc0ed510d,"heading home now, yay! was going to buy a much needed bottle of wine to drink with dinner, but my wallet is mia so no wine for me tonight ","Heading home now, yay! Was going to buy a much needed bottle of wine to drink with dinner, but my wallet is MIA so no wine for me tonight",neutral,1
faae6e2fa3,"man, looking through and packing up my books is looking at my past lives. feeling kind of sentimental ",Feeling kind of sentimental,positive,2
ac4bbd801f," yeah, it`s going to be rubbish! ",rubbish!,negative,0
151ab729cc, you suck majorly  i`m swamped...so why am i on twitter...i don`t know...but still  a golf tournament? ,suck,negative,0
3eacf9d5bc,can`t sleep rite now because of havin` so much tea!!! 2nite i`ve just failed the test of my lip course   next week i`all make it better! ,Can`t sleep rite now because of havin` so much tea!!! 2nite I`ve just failed the test of my Lpi course   Next week i`ll make it better!,neutral,1
5ac910cb30,good morning everyone. !.!. time for work ,Good Morning Everyone. !.!. Time for work,neutral,1
cb3a20a1e1, nice! i wish twitter would tile mine ,nice!,positive,2
694f38cdb8, oh. haha ok thanks ,OHH. haha ok thanks,neutral,1
de3ca8af2a,i have the song here comes goodbye stuck in my head not a good song to be singing considering my situation ,not a good song,negative,0
581357b39d, yay were all saved! we have overcome god again! ,saved!,positive,2
ac3e3b4605," no mate, was great meeting you in prague ",great meeting you,positive,2
e47de482ae,watching run fat boy run...haha its soo funny. ,funny.,positive,2
11ef510744," don`t i know it, writing an exam essay this weekend myself ","don`t i know it, writing an exam essay this weekend myself",neutral,1
63d315cdbc, i need lee to answer melee! haha. ,Haha.,positive,2
4cd90579c9,implementing will_agitate  on my website; i love rails ,love,positive,2
216e0f4728, and boat is dining bones in peru - double ,and Boat is dining Bones in Peru - double,neutral,1
fc7dfc7f34,", late night busters ice cream! om nom nom nom ",om nom nom nom,positive,2
afd3bd569b,rolling on the floor laughing. i love you too trina. ,love,positive,2
121b097b0b,tidied & hoovered the whole flat - and all before 10am today  now we`re heading out2 german bakery 4 breakfast followed by a walk in the park ,Tidied & hoovered the whole flat - and all b4 10am today  Now we`re heading out2 German bakery 4 breakfast followed by a walk in the park,neutral,1
0b3f36bf93, ! he has a favourite! you`re his favourite ;) omaha.   sorry for creeping? ..not really laughing out loud ,! HE HAS A FAVOURITE! You`re his favourite ;) OMGAAH.   sorry for creepering? ..not really lo,neutral,1
23304e66c0,gremlin is asleep after a particularly challenging bedtime. i think it`s safe 4 me to go to bed -what a crazy sat night for me! ,Gremlin is asleep after a particularly challenging bedtime. I think it`s safe 4 me to go to bed -what a crazy Sat night for me!,neutral,1
85f85c7fa0,  congratulations on your shirt by the way! ,congratulations,positive,2
2e3bfc6fdf," ironically, that thought goes through my head (no pun intended) for *every* headache i have...  hope it goes away soon. ","Ironically, that thought goes through my head (no pun intended) for *every* headache I have...  Hope it goes away soon.",neutral,1
f147bceae8, that sucks!    it`s thundering here.  i`m getting ready to shut down. ,That sucks!,negative,0
c6aaf103fb,saw men origins on sat! by far the best men movie! amazing!!! ,BEST Xmen movie!,positive,2
43c4c4e25d,"#but did seniors were good, but not good enough. ","#BGT DCD Seniors were good, but not good enough.",neutral,1
2906e3b756,hope i had to order some bootleg parts global positioning system phone they do not have the be i wanted at office depot ,Hmph I had to order some bootleg Pharos GPS phone they dont have the BB I wanted at Office Depot,neutral,1
4375ecbb93,just gott home from work and now relaxing ,just gott home from work and now relaxing,positive,2
21402699c0, baby help me with math ,help,positive,2
f737ba1116,happy friday. just pulled some yummy radishes out of the garden. hope the strawberries turn out. still no blooms. ,Happy Friday. Just pulled some yummy radishes out of the garden. Hope the strawberries turn out. Still no blooms.,neutral,1
3f5e1d734a,happy movies day! ,happy momies day!,positive,2
c23e9932f1,morning everybody ,Morning everybody,neutral,1
35048a7574, pictures ross. ,pictures ross.,neutral,1
43eaa8cbef, nice colouring of your page  nobody is buying your anti-twittering words!! you love it!!!! ,U LOVE,positive,2
cea3ea124a, i have no phone  whatchu doing tonight sucka. no dane cook she sold the tickets. lame. ,. lamee.,negative,0
c325ff3564,almost got sharpie in the face while falling asleep  being sick sucks!!! ,sick sucks!!!,negative,0
747d1af3d6,is allergic to you...oh no! ,is allergic to you...Oh NO!,negative,0
65778a7211,: i sent you an other call me back message  x ,: I sent you an other call me back message  x,neutral,1
a6ef1a8e11,i am so bored ,bored,negative,0
4a7e781a19, haha i love surprises! i don`t work today i learned sunday though so i have to wait. ,i love,positive,2
e299da7d2f, we won`t be in town  email me if there is another one though. ,we won`t be in town  email me if there is another one though.,neutral,1
5f01174cd5,soooo full that i am starting to feel sick ,Soooo full that im starting to feel sick,negative,0
306b28de61,"again, i`m stuck in traffic jams ... somewhat starting to be the same situation every day. that`s sad, really ","That`s sad,",negative,0
45ed73e130, i can`t vote 4 you a the mav movie awards. there is no vote button. is it because i live in sweden? i want to vote 4 you 2  you rock xo ,I can`t Vote 4 u a the MTV movie awards. There is no vote button. Is it cause i live in sweden? I wanna vote 4 u 2  u rock xo,neutral,1
e81b1d7caf,happy may bank holiday british peeps ,Happy May Bank Holiday British Peeps,positive,2
624acc450e,is going to the deny race with sofia & cindy.... and i`all see eric there ! ,is going to the Derny race with Sofie & Cindy.... And i`ll see Eric there !,neutral,1
4f01ce294e,cause not everyone can pass the challenge test duh ,causee not everyone can pass the challenge test duh,neutral,1
9986499587,thinks she`s getting sick..... ,Thinks she`s getting sick.....,negative,0
d87657c3f8,trip to the zoo today ,Trip to the zoo today,neutral,1
68087dccec,  wish you both a very happy and fabulous mother`s day! ,y Happy and Fabulous Mother`s Day!,positive,2
f1b5074e93," noooo i`all miss you too much!  i went stag to my prom and all the high school and middle school dances, if that helps. >_> ",NOOOO I`ll miss you too much!,negative,0
659da76d77,is loving the half day! if only it wasn`t raining.  soccer practice tonight. ,loving th,positive,2
d77e0100c8," ah  so you`ve seen both. (either way, you get to experience the fantasy of sound and shock waves in the vacuum of space. heh.) ","Ah  So you`ve seen both. (Either way, you get to experience the fantasy of sound and shock waves in the vacuum of space. Heh.)",neutral,1
206ec390ff," i know...i would too. yes i cannot wait for be, i love it! i heard they are not showing the 24 hour live streaming this year though ",love,positive,2
ff1e521d5f,flipping out on my hairless....got to go to the doc. ,hairloss..,negative,0
b579558915,had a great night ,had a great night,positive,2
efa546635f, this kitten likes going in front... or behind... or to the side...of the box. ,this kitteh likes going in front... or behind... or to the side...of the box.,neutral,1
313e64dc02, oh god bless you ,Oh God bless you,positive,2
a60c4c4c6c,checking out .com. got a fever and cut sleep ,Got a fever and cnt sleep,negative,0
ab1061aa7b,finally eating unagi i`ve been saving up for a while! +udon :] agh i just realized the band playing at bear garden today is one i like! ,:] AGH I just realized the band playing at Bear Garden today is one I like!,positive,2
dd763b50ae, so what do you do when you wake up? morning by the way ,So what do you do when you wake up? Morning by the way,neutral,1
8dea6d2dcd,don`t feel good ,don`t feel good,negative,0
18123152ff,  my parents found my stash ,noooooooooo,negative,0
33fc26095a," hehe ! thanks for your advice  i choose the shoes, only three of them, so hard !!! ",Thanks,positive,2
a222127ba5," agreed  it did take me a little while to find my way on , but once i did, i cannot imagine working with it ","agreed  it did take me a little while to find my way on stocktwits, but once I did, I cant imagine working w/o it",neutral,1
3bec805110,the pool is just not fun without tim in it... ,just not fun,negative,0
cfed358d02, and it`s such glorious weather too - poor you ,And it`s such glorious weather too - poor you,neutral,1
fb45fafb39, i was really disappointed with the whole promiscuous girl thing. congrats on her success but i think wasted talent ,I was really disappointed with the whole 'promiscuous girl' thing. congrats on her success but i think wasted talent,neutral,1
889bc675ff,still at work  ,Still at work whaaaaaaaahhhh,neutral,1
d7b04db569,school time. not doing much this week.  about 20 more days of school and it`s time for new york city!  can`t wait for the last day of school. ,can`t wait for the last day of school.,positive,2
d4aec2fc6d, cut yourself a slice of cheese cake.. it makes everything better ,better,positive,2
4301477f1f,can today go any slower? time is just dragging by. ,Time is just dragging by.,negative,0
7c099b8f76,finally got my lil monster off my hands so i could run errands and now i got to do them in the rain!!! ,Finally got my lil monster off my hands so I could run errands and now I gotta do them in the rain!!!,neutral,1
39ca6c87a2," hey sorry this is late, i leave in 30 min  raincheck...tomorrow? ","sorry this is late,",negative,0
df1c3869bc, hi miss.  isabelle here. :] ,Hi Miss.  Isabelle here. :],neutral,1
744a347fe1,heading home after a long week. wish someone other than marketers would follow me ,Wish,positive,2
a2c6f52bbe," actually, i play keyboards for haku laughing out loud. we played a 12it birthday earlier and now i`m spinning at the shack ","actually, i play keyboards for pohaku lol. we played a 12st bday earlier and now i`m spinning at the shack",neutral,1
bd02100577, hi 80the follower ,hi 80th fallower,neutral,1
c2a63b0883,  past new blog up.. comments me likey ,psst new blog up.. comments me likey,positive,2
b7f3d99ef5, you feeling ourself so much you cannot say hi???  me no likey you ,u feeling urself so much u cant say hi???  me no likey,negative,0
d35ae85ac0, wow! i`ve joined the photography scene pretty recently so this (large format) makes it even more interesting ,wow!,positive,2
62e59eaac2, i was going to go to london for a week then had to change my ticket! i would have been there right now ,I was going to go to london for a week then had to change my ticket! I would have been there right now,neutral,1
4df7470190,! i can tweet from my phone ,twitwoo! i can tweet from my phone,neutral,1
aaddf3e471,_steph boo  i miss you! it`s been ages. once i get internet back i`all try to fix alo haha it likes to act up from time to time... ,_steph boo  I miss you! It`s been ages. Once I get Internet back I`ll try to fix ALO haha it likes to act up from time to time...,neutral,1
6531e60a4b,is sad that shin ae got married...and it wasn`t to alex ,is sad th,negative,0
f69f246468,i never get any  ,i never get any followfridays,neutral,1
8619f97437," ha, fun! i think i¿½all rematch (parts of) season 5 today...in preparation for 2morrow night! ",fun!,positive,2
0d1cb8107f,mom is ok so far. just missing baron ,just missing jar,negative,0
e10765aab8,i almost say bless you to a sneezing cat ,bless you',positive,2
92a3bf4cfb,http://bit.ly/147heu   - don`t judge me. tucking myself in tonight  mogwai on repeat ,don`t judge me. tucking myself in tonight  mogwai on repeat,neutral,1
817eaddad2,wine..beer..and champagne..let us see how that goes for me tomorrow..laughing out loud ,Wine..beer..and champagne..lets see how that goes for me tomorrow..lol,neutral,1
532af02150,yeah i think i touched something that had mikes germs on it because i have a sore throat now  dammit i knew i should have not gone there! ,sore throat now  dammit,negative,0
b582845054, goodmorning ,goodmorning,positive,2
0a7bcd83f5,my brother is irritating. and not just because he takes & wears my clothes without asking. i want to punch him violently for **** he does. ,irritating.,negative,0
84f7577f9c, you have arthritis in them?  really??  poor you  that would be painful - but you can`t be that old.  how many squats did you do ,be painf,negative,0
028de7a8ef,wants to go back to charleston ,wants to go back to charleston,neutral,1
98b1f1dd5f, of course ,of course,neutral,1
709df6a4e7,"_luciano jailbreak went great, just not a tremendous amount of applications ready for 3.0 though. no waterboard yet ","great,",positive,2
54c198e817,i want to be like horatio caine ,I want to be like Horatio Caine,neutral,1
ce32c34cbf,right now at my second gig !!! sipping on guess whut ? water  we sta focused we are on the job ,Water  we sta focused we are on the job,positive,2
ce98469329,had a good end to a busy day and now i`m off to bed with a full belly of sushi ,good,positive,2
5b18b48833,about to go to acting school  away ,yayay,positive,2
abe401c91e,"got a prerecorded phone call from je asking to vote for am led front, phone number is +914044621160, hyderabad connections ","got a prerecorded phone call from JJ asking to vote for ADMK led front, phone number is +914044621160, hyderabad connections",neutral,1
